insert into account values(3300000, "name20000", 990.54);
insert into account values(3301134, "name21134", 245.321);
insert into account values(3301135, "name21135", 472.451);
insert into account values(3301136, "name21136", 201.181);
insert into account values(3301137, "name21137", 228.307);
insert into account values(3301138, "name21138", 693.302);
insert into account values(3301139, "name21139", 373.481);
insert into account values(3301140, "name21140", 976.52);
insert into account values(3301141, "name21141", 426.851);
insert into account values(3301142, "name21142", 200.215);
insert into account values(3301143, "name21143", 850.605);
insert into account values(3301144, "name21144", 26.316);
insert into account values(3301145, "name21145", 344.732);
insert into account values(3301146, "name21146", 820.903);
insert into account values(3301147, "name21147", 382.677);
insert into account values(3301148, "name21148", 217.75);
insert into account values(3301149, "name21149", 809.471);
insert into account values(3301150, "name21150", 237.556);
insert into account values(3301151, "name21151", 342.734);
insert into account values(3301152, "name21152", 273.133);
insert into account values(3301153, "name21153", 564.234);
insert into account values(3301154, "name21154", 226.121);
insert into account values(3301155, "name21155", 554.792);
insert into account values(3301156, "name21156", 397.296);
insert into account values(3301157, "name21157", 146.903);
insert into account values(3301158, "name21158", 278.181);
insert into account values(3301159, "name21159", 406.958);
insert into account values(3301160, "name21160", 289.582);
insert into account values(3301161, "name21161", 393.475);
insert into account values(3301162, "name21162", 168.25);
insert into account values(3301163, "name21163", 442.655);
insert into account values(3301164, "name21164", 423.66);
insert into account values(3301165, "name21165", 589.56);
insert into account values(3301166, "name21166", 92.151);
insert into account values(3301167, "name21167", 58.087);
insert into account values(3301168, "name21168", 562.643);
insert into account values(3301169, "name21169", 850.508);
insert into account values(3301170, "name21170", 800.967);
insert into account values(3301171, "name21171", 823.262);
insert into account values(3301172, "name21172", 694.927);
insert into account values(3301173, "name21173", 235.255);
insert into account values(3301174, "name21174", 856.304);
insert into account values(3301175, "name21175", 132.344);
insert into account values(3301176, "name21176", 894.433);
insert into account values(3301177, "name21177", 94.489);
insert into account values(3301178, "name21178", 730.741);
insert into account values(3301179, "name21179", 954.563);
insert into account values(3301180, "name21180", 363.71);
insert into account values(3301181, "name21181", 526.609);
insert into account values(3301182, "name21182", 18.82);
insert into account values(3301183, "name21183", 444.836);
insert into account values(3301184, "name21184", 652.294);
insert into account values(3301185, "name21185", 528.623);
insert into account values(3301186, "name21186", 888.616);
insert into account values(3301187, "name21187", 44.563);
insert into account values(3301188, "name21188", 809.469);
insert into account values(3301189, "name21189", 806.532);
insert into account values(3301190, "name21190", 629.615);
insert into account values(3301191, "name21191", 588.739);
insert into account values(3301192, "name21192", 407.662);
insert into account values(3301193, "name21193", 119.876);
insert into account values(3301194, "name21194", 154.621);
insert into account values(3301195, "name21195", 438.643);
insert into account values(3301196, "name21196", 351.619);
insert into account values(3301197, "name21197", 884.931);
insert into account values(3301198, "name21198", 505.68);
insert into account values(3301199, "name21199", 333.839);
insert into account values(3301200, "name21200", 559.158);
insert into account values(3301201, "name21201", 37.525);
insert into account values(3301202, "name21202", 850.251);
insert into account values(3301203, "name21203", 89.431);
insert into account values(3301204, "name21204", 191.076);
insert into account values(3301205, "name21205", 666.732);
insert into account values(3301206, "name21206", 183.091);
insert into account values(3301207, "name21207", 415.183);
insert into account values(3301208, "name21208", 597.156);
insert into account values(3301209, "name21209", 138.726);
insert into account values(3301210, "name21210", 208.245);
insert into account values(3301211, "name21211", 887.893);
insert into account values(3301212, "name21212", 434.668);
insert into account values(3301213, "name21213", 16.284);
insert into account values(3301214, "name21214", 695.493);
insert into account values(3301215, "name21215", 404.319);
insert into account values(3301216, "name21216", 34.868);
insert into account values(3301217, "name21217", 209.372);
insert into account values(3301218, "name21218", 629.464);
insert into account values(3301219, "name21219", 447.202);
insert into account values(3301220, "name21220", 256.153);
insert into account values(3301221, "name21221", 551.608);
insert into account values(3301222, "name21222", 220.044);
insert into account values(3301223, "name21223", 28.316);
insert into account values(3301224, "name21224", 968.524);
insert into account values(3301225, "name21225", 681.502);
insert into account values(3301226, "name21226", 779.906);
insert into account values(3301227, "name21227", 212.987);
insert into account values(3301228, "name21228", 163.16);
insert into account values(3301229, "name21229", 273.646);
insert into account values(3301230, "name21230", 854.891);
insert into account values(3301231, "name21231", 577.868);
insert into account values(3301232, "name21232", 639.312);
insert into account values(3301233, "name21233", 804.542);
insert into account values(3301234, "name21234", 523.72);
insert into account values(3301235, "name21235", 845.813);
insert into account values(3301236, "name21236", 924.135);
insert into account values(3301237, "name21237", 126.129);
insert into account values(3301238, "name21238", 565.193);
insert into account values(3301239, "name21239", 692.61);
insert into account values(3301240, "name21240", 296.397);
insert into account values(3301241, "name21241", 739.723);
insert into account values(3301242, "name21242", 645.543);
insert into account values(3301243, "name21243", 29.124);
insert into account values(3301244, "name21244", 595.121);
insert into account values(3301245, "name21245", 631.439);
insert into account values(3301246, "name21246", 364.217);
insert into account values(3301247, "name21247", 157.837);
insert into account values(3301248, "name21248", 596.633);
insert into account values(3301249, "name21249", 47.626);
insert into account values(3301250, "name21250", 250.123);
insert into account values(3301251, "name21251", 92.494);
insert into account values(3301252, "name21252", 618.939);
insert into account values(3301253, "name21253", 214.709);
insert into account values(3301254, "name21254", 394.434);
insert into account values(3301255, "name21255", 910.138);
insert into account values(3301256, "name21256", 324.736);
insert into account values(3301257, "name21257", 465.823);
insert into account values(3301258, "name21258", 628.962);
insert into account values(3301259, "name21259", 570.104);
insert into account values(3301260, "name21260", 986.668);
insert into account values(3301261, "name21261", 531.841);
insert into account values(3301262, "name21262", 730.92);
insert into account values(3301263, "name21263", 455.716);
insert into account values(3301264, "name21264", 402.304);
insert into account values(3301265, "name21265", 322.664);
insert into account values(3301266, "name21266", 347.488);
insert into account values(3301267, "name21267", 74.614);
insert into account values(3301268, "name21268", 732.816);
insert into account values(3301269, "name21269", 335.214);
insert into account values(3301270, "name21270", 3.304);
insert into account values(3301271, "name21271", 802.034);
insert into account values(3301272, "name21272", 69.221);
insert into account values(3301273, "name21273", 474.449);
insert into account values(3301274, "name21274", 513.379);
insert into account values(3301275, "name21275", 844.559);
insert into account values(3301276, "name21276", 632.643);
insert into account values(3301277, "name21277", 572.938);
insert into account values(3301278, "name21278", 39.32);
insert into account values(3301279, "name21279", 327.592);
insert into account values(3301280, "name21280", 824.748);
insert into account values(3301281, "name21281", 403.144);
insert into account values(3301282, "name21282", 238.968);
insert into account values(3301283, "name21283", 921.606);
insert into account values(3301284, "name21284", 928.5);
insert into account values(3301285, "name21285", 706.491);
insert into account values(3301286, "name21286", 576.979);
insert into account values(3301287, "name21287", 32.803);
insert into account values(3301288, "name21288", 516.323);
insert into account values(3301289, "name21289", 542.697);
insert into account values(3301290, "name21290", 132.955);
insert into account values(3301291, "name21291", 171.953);
insert into account values(3301292, "name21292", 797.678);
insert into account values(3301293, "name21293", 50.804);
insert into account values(3301294, "name21294", 269.216);
insert into account values(3301295, "name21295", 709.081);
insert into account values(3301296, "name21296", 600.95);
insert into account values(3301297, "name21297", 68.073);
insert into account values(3301298, "name21298", 467.891);
insert into account values(3301299, "name21299", 913.964);
insert into account values(3301300, "name21300", 71.519);
insert into account values(3301301, "name21301", 934.603);
insert into account values(3301302, "name21302", 648.274);
insert into account values(3301303, "name21303", 273.246);
insert into account values(3301304, "name21304", 615.539);
insert into account values(3301305, "name21305", 606.647);
insert into account values(3301306, "name21306", 204.418);
insert into account values(3301307, "name21307", 949.886);
insert into account values(3301308, "name21308", 480.196);
insert into account values(3301309, "name21309", 190.726);
insert into account values(3301310, "name21310", 282.744);
insert into account values(3301311, "name21311", 82.703);
insert into account values(3301312, "name21312", 432.685);
insert into account values(3301313, "name21313", 716.837);
insert into account values(3301314, "name21314", 929.455);
insert into account values(3301315, "name21315", 264.554);
insert into account values(3301316, "name21316", 833.658);
insert into account values(3301317, "name21317", 91.528);
insert into account values(3301318, "name21318", 876.414);
insert into account values(3301319, "name21319", 812.762);
insert into account values(3301320, "name21320", 126.62);
insert into account values(3301321, "name21321", 64.827);
insert into account values(3301322, "name21322", 339.207);
insert into account values(3301323, "name21323", 820.95);
insert into account values(3301324, "name21324", 954.11);
insert into account values(3301325, "name21325", 143.671);
insert into account values(3301326, "name21326", 295.681);
insert into account values(3301327, "name21327", 5.506);
insert into account values(3301328, "name21328", 65.218);
insert into account values(3301329, "name21329", 212.34);
insert into account values(3301330, "name21330", 409.807);
insert into account values(3301331, "name21331", 112.07);
insert into account values(3301332, "name21332", 781.493);
insert into account values(3301333, "name21333", 178.529);
insert into account values(3301334, "name21334", 500.031);
insert into account values(3301335, "name21335", 713.35);
insert into account values(3301336, "name21336", 243.647);
insert into account values(3301337, "name21337", 247.749);
insert into account values(3301338, "name21338", 727.635);
insert into account values(3301339, "name21339", 807.177);
insert into account values(3301340, "name21340", 691.892);
insert into account values(3301341, "name21341", 221.129);
insert into account values(3301342, "name21342", 108.515);
insert into account values(3301343, "name21343", 47.674);
insert into account values(3301344, "name21344", 675.605);
insert into account values(3301345, "name21345", 578.164);
insert into account values(3301346, "name21346", 44.193);
insert into account values(3301347, "name21347", 65.274);
insert into account values(3301348, "name21348", 829.087);
insert into account values(3301349, "name21349", 585.246);
insert into account values(3301350, "name21350", 952.164);
insert into account values(3301351, "name21351", 584.844);
insert into account values(3301352, "name21352", 196.883);
insert into account values(3301353, "name21353", 104.605);
insert into account values(3301354, "name21354", 681.422);
insert into account values(3301355, "name21355", 174.591);
insert into account values(3301356, "name21356", 203.501);
insert into account values(3301357, "name21357", 200.499);
insert into account values(3301358, "name21358", 945.301);
insert into account values(3301359, "name21359", 623.92);
insert into account values(3301360, "name21360", 14.925);
insert into account values(3301361, "name21361", 769.414);
insert into account values(3301362, "name21362", 88.806);
insert into account values(3301363, "name21363", 577.525);
insert into account values(3301364, "name21364", 319.833);
insert into account values(3301365, "name21365", 939.607);
insert into account values(3301366, "name21366", 712.957);
insert into account values(3301367, "name21367", 346.139);
insert into account values(3301368, "name21368", 650.457);
insert into account values(3301369, "name21369", 357.803);
insert into account values(3301370, "name21370", 169.926);
insert into account values(3301371, "name21371", 34.12);
insert into account values(3301372, "name21372", 970.689);
insert into account values(3301373, "name21373", 249.397);
insert into account values(3301374, "name21374", 614.576);
insert into account values(3301375, "name21375", 925.858);
insert into account values(3301376, "name21376", 730.283);
insert into account values(3301377, "name21377", 430.57);
insert into account values(3301378, "name21378", 917.173);
insert into account values(3301379, "name21379", 650.015);
insert into account values(3301380, "name21380", 100.61);
insert into account values(3301381, "name21381", 485.22);
insert into account values(3301382, "name21382", 915.499);
insert into account values(3301383, "name21383", 767.498);
insert into account values(3301384, "name21384", 77.448);
insert into account values(3301385, "name21385", 581.735);
insert into account values(3301386, "name21386", 742.918);
insert into account values(3301387, "name21387", 274.989);
insert into account values(3301388, "name21388", 671.465);
insert into account values(3301389, "name21389", 999.423);
insert into account values(3301390, "name21390", 42.444);
insert into account values(3301391, "name21391", 457.865);
insert into account values(3301392, "name21392", 46.038);
insert into account values(3301393, "name21393", 371.864);
insert into account values(3301394, "name21394", 29.767);
insert into account values(3301395, "name21395", 59.304);
insert into account values(3301396, "name21396", 756.323);
insert into account values(3301397, "name21397", 705.373);
insert into account values(3301398, "name21398", 283.982);
insert into account values(3301399, "name21399", 85.251);
insert into account values(3301400, "name21400", 149.265);
insert into account values(3301401, "name21401", 816.474);
insert into account values(3301402, "name21402", 306.804);
insert into account values(3301403, "name21403", 95.02);
insert into account values(3301404, "name21404", 563.165);
insert into account values(3301405, "name21405", 243.857);
insert into account values(3301406, "name21406", 278.719);
insert into account values(3301407, "name21407", 36.222);
insert into account values(3301408, "name21408", 387.111);
insert into account values(3301409, "name21409", 95.513);
insert into account values(3301410, "name21410", 270.467);
insert into account values(3301411, "name21411", 197.48);
insert into account values(3301412, "name21412", 143.668);
insert into account values(3301413, "name21413", 238.106);
insert into account values(3301414, "name21414", 190.541);
insert into account values(3301415, "name21415", 158.325);
insert into account values(3301416, "name21416", 810.804);
insert into account values(3301417, "name21417", 31.074);
insert into account values(3301418, "name21418", 419.633);
insert into account values(3301419, "name21419", 775.407);
insert into account values(3301420, "name21420", 102.844);
insert into account values(3301421, "name21421", 468.963);
insert into account values(3301422, "name21422", 258.092);
insert into account values(3301423, "name21423", 789.271);
insert into account values(3301424, "name21424", 913.373);
insert into account values(3301425, "name21425", 34.411);
insert into account values(3301426, "name21426", 377.258);
insert into account values(3301427, "name21427", 695.999);
insert into account values(3301428, "name21428", 316.828);
insert into account values(3301429, "name21429", 885.907);
insert into account values(3301430, "name21430", 365.953);
insert into account values(3301431, "name21431", 385.712);
insert into account values(3301432, "name21432", 203.52);
insert into account values(3301433, "name21433", 121.809);
insert into account values(3301434, "name21434", 994.628);
insert into account values(3301435, "name21435", 372.1);
insert into account values(3301436, "name21436", 944.815);
insert into account values(3301437, "name21437", 554.454);
insert into account values(3301438, "name21438", 966.889);
insert into account values(3301439, "name21439", 852.422);
insert into account values(3301440, "name21440", 288.329);
insert into account values(3301441, "name21441", 781.672);
insert into account values(3301442, "name21442", 439.067);
insert into account values(3301443, "name21443", 801.917);
insert into account values(3301444, "name21444", 604.547);
insert into account values(3301445, "name21445", 140.48);
insert into account values(3301446, "name21446", 887.097);
insert into account values(3301447, "name21447", 943.772);
insert into account values(3301448, "name21448", 746.822);
insert into account values(3301449, "name21449", 142.629);
insert into account values(3301450, "name21450", 63.654);
insert into account values(3301451, "name21451", 485.957);
insert into account values(3301452, "name21452", 321.485);
insert into account values(3301453, "name21453", 613.024);
insert into account values(3301454, "name21454", 346.615);
insert into account values(3301455, "name21455", 746.681);
insert into account values(3301456, "name21456", 680.899);
insert into account values(3301457, "name21457", 159.854);
insert into account values(3301458, "name21458", 429.695);
insert into account values(3301459, "name21459", 3.586);
insert into account values(3301460, "name21460", 71.826);
insert into account values(3301461, "name21461", 197.21);
insert into account values(3301462, "name21462", 958.566);
insert into account values(3301463, "name21463", 622.162);
insert into account values(3301464, "name21464", 357.981);
insert into account values(3301465, "name21465", 847.472);
insert into account values(3301466, "name21466", 242.446);
insert into account values(3301467, "name21467", 795.896);
insert into account values(3301468, "name21468", 665.983);
insert into account values(3301469, "name21469", 150.818);
insert into account values(3301470, "name21470", 157.645);
insert into account values(3301471, "name21471", 230.658);
insert into account values(3301472, "name21472", 992.33);
insert into account values(3301473, "name21473", 848.271);
insert into account values(3301474, "name21474", 910.582);
insert into account values(3301475, "name21475", 638.494);
insert into account values(3301476, "name21476", 749.457);
insert into account values(3301477, "name21477", 408.767);
insert into account values(3301478, "name21478", 664.056);
insert into account values(3301479, "name21479", 688.904);
insert into account values(3301480, "name21480", 157.222);
insert into account values(3301481, "name21481", 683.72);
insert into account values(3301482, "name21482", 570.149);
insert into account values(3301483, "name21483", 61.671);
insert into account values(3301484, "name21484", 375.461);
insert into account values(3301485, "name21485", 596.893);
insert into account values(3301486, "name21486", 280.764);
insert into account values(3301487, "name21487", 376.792);
insert into account values(3301488, "name21488", 98.662);
insert into account values(3301489, "name21489", 993.914);
insert into account values(3301490, "name21490", 328.343);
insert into account values(3301491, "name21491", 585.425);
insert into account values(3301492, "name21492", 478.719);
insert into account values(3301493, "name21493", 51.432);
insert into account values(3301494, "name21494", 446.67);
insert into account values(3301495, "name21495", 789.855);
insert into account values(3301496, "name21496", 305.096);
insert into account values(3301497, "name21497", 258.743);
insert into account values(3301498, "name21498", 673.85);
insert into account values(3301499, "name21499", 515.865);
insert into account values(3301500, "name21500", 124.862);
insert into account values(3301501, "name21501", 615.359);
insert into account values(3301502, "name21502", 947.395);
insert into account values(3301503, "name21503", 104.819);
insert into account values(3301504, "name21504", 140.657);
insert into account values(3301505, "name21505", 201.222);
insert into account values(3301506, "name21506", 253.467);
insert into account values(3301507, "name21507", 36.764);
insert into account values(3301508, "name21508", 762.453);
insert into account values(3301509, "name21509", 336.774);
insert into account values(3301510, "name21510", 632.92);
insert into account values(3301511, "name21511", 580.703);
insert into account values(3301512, "name21512", 163.876);
insert into account values(3301513, "name21513", 109.356);
insert into account values(3301514, "name21514", 293.974);
insert into account values(3301515, "name21515", 774.662);
insert into account values(3301516, "name21516", 320.154);
insert into account values(3301517, "name21517", 728.474);
insert into account values(3301518, "name21518", 814.139);
insert into account values(3301519, "name21519", 575.378);
insert into account values(3301520, "name21520", 231.632);
insert into account values(3301521, "name21521", 472.389);
insert into account values(3301522, "name21522", 603.617);
insert into account values(3301523, "name21523", 728.725);
insert into account values(3301524, "name21524", 376.755);
insert into account values(3301525, "name21525", 167.04);
insert into account values(3301526, "name21526", 366.727);
insert into account values(3301527, "name21527", 261.969);
insert into account values(3301528, "name21528", 361.162);
insert into account values(3301529, "name21529", 467.055);
insert into account values(3301530, "name21530", 527.121);
insert into account values(3301531, "name21531", 997.078);
insert into account values(3301532, "name21532", 643.563);
insert into account values(3301533, "name21533", 686.708);
insert into account values(3301534, "name21534", 585.699);
insert into account values(3301535, "name21535", 564.871);
insert into account values(3301536, "name21536", 523.934);
insert into account values(3301537, "name21537", 966.286);
insert into account values(3301538, "name21538", 419.33);
insert into account values(3301539, "name21539", 940.125);
insert into account values(3301540, "name21540", 369.744);
insert into account values(3301541, "name21541", 606.693);
insert into account values(3301542, "name21542", 216.115);
insert into account values(3301543, "name21543", 648.235);
insert into account values(3301544, "name21544", 268.505);
insert into account values(3301545, "name21545", 724.624);
insert into account values(3301546, "name21546", 127.53);
insert into account values(3301547, "name21547", 584.193);
insert into account values(3301548, "name21548", 436.102);
insert into account values(3301549, "name21549", 633.519);
insert into account values(3301550, "name21550", 619.492);
insert into account values(3301551, "name21551", 624.369);
insert into account values(3301552, "name21552", 599.393);
insert into account values(3301553, "name21553", 308.001);
insert into account values(3301554, "name21554", 396.317);
insert into account values(3301555, "name21555", 801.077);
insert into account values(3301556, "name21556", 221.796);
insert into account values(3301557, "name21557", 183.647);
insert into account values(3301558, "name21558", 333.051);
insert into account values(3301559, "name21559", 30.223);
insert into account values(3301560, "name21560", 988.322);
insert into account values(3301561, "name21561", 200.455);
insert into account values(3301562, "name21562", 196.617);
insert into account values(3301563, "name21563", 319.455);
insert into account values(3301564, "name21564", 389.046);
insert into account values(3301565, "name21565", 946.578);
insert into account values(3301566, "name21566", 166.502);
insert into account values(3301567, "name21567", 850.704);
insert into account values(3301568, "name21568", 316.169);
insert into account values(3301569, "name21569", 817.838);
insert into account values(3301570, "name21570", 48.163);
insert into account values(3301571, "name21571", 445.595);
insert into account values(3301572, "name21572", 220.848);
insert into account values(3301573, "name21573", 49.565);
insert into account values(3301574, "name21574", 758.144);
insert into account values(3301575, "name21575", 78.715);
insert into account values(3301576, "name21576", 361.98);
insert into account values(3301577, "name21577", 912.996);
insert into account values(3301578, "name21578", 656.672);
insert into account values(3301579, "name21579", 995.376);
insert into account values(3301580, "name21580", 84.457);
insert into account values(3301581, "name21581", 624.469);
insert into account values(3301582, "name21582", 520.424);
insert into account values(3301583, "name21583", 418.077);
insert into account values(3301584, "name21584", 267.143);
insert into account values(3301585, "name21585", 438.549);
insert into account values(3301586, "name21586", 5.86);
insert into account values(3301587, "name21587", 322.225);
insert into account values(3301588, "name21588", 854.092);
insert into account values(3301589, "name21589", 589.79);
insert into account values(3301590, "name21590", 883.642);
insert into account values(3301591, "name21591", 472.561);
insert into account values(3301592, "name21592", 498.408);
insert into account values(3301593, "name21593", 803.607);
insert into account values(3301594, "name21594", 385.388);
insert into account values(3301595, "name21595", 483.068);
insert into account values(3301596, "name21596", 914.655);
insert into account values(3301597, "name21597", 363.527);
insert into account values(3301598, "name21598", 170.595);
insert into account values(3301599, "name21599", 280.518);
insert into account values(3301600, "name21600", 546.523);
insert into account values(3301601, "name21601", 346.638);
insert into account values(3301602, "name21602", 556.807);
insert into account values(3301603, "name21603", 727.11);
insert into account values(3301604, "name21604", 114.743);
insert into account values(3301605, "name21605", 346.348);
insert into account values(3301606, "name21606", 452.664);
insert into account values(3301607, "name21607", 204.976);
insert into account values(3301608, "name21608", 713.021);
insert into account values(3301609, "name21609", 514.096);
insert into account values(3301610, "name21610", 312.336);
insert into account values(3301611, "name21611", 432.475);
insert into account values(3301612, "name21612", 239.753);
insert into account values(3301613, "name21613", 323.306);
insert into account values(3301614, "name21614", 419.222);
insert into account values(3301615, "name21615", 469.66);
insert into account values(3301616, "name21616", 217.468);
insert into account values(3301617, "name21617", 109.521);
insert into account values(3301618, "name21618", 573.276);
insert into account values(3301619, "name21619", 429.993);
insert into account values(3301620, "name21620", 729.274);
insert into account values(3301621, "name21621", 792.55);
insert into account values(3301622, "name21622", 633.042);
insert into account values(3301623, "name21623", 579.239);
insert into account values(3301624, "name21624", 820.564);
insert into account values(3301625, "name21625", 540.023);
insert into account values(3301626, "name21626", 253.026);
insert into account values(3301627, "name21627", 336.374);
insert into account values(3301628, "name21628", 155.119);
insert into account values(3301629, "name21629", 57.805);
insert into account values(3301630, "name21630", 461.154);
insert into account values(3301631, "name21631", 560.199);
insert into account values(3301632, "name21632", 618.234);
insert into account values(3301633, "name21633", 991.83);
insert into account values(3301634, "name21634", 816.485);
insert into account values(3301635, "name21635", 347.452);
insert into account values(3301636, "name21636", 931.948);
insert into account values(3301637, "name21637", 560.084);
insert into account values(3301638, "name21638", 641.945);
insert into account values(3301639, "name21639", 445.464);
insert into account values(3301640, "name21640", 908.5);
insert into account values(3301641, "name21641", 913.396);
insert into account values(3301642, "name21642", 144.842);
insert into account values(3301643, "name21643", 701.371);
insert into account values(3301644, "name21644", 261.912);
insert into account values(3301645, "name21645", 44.472);
insert into account values(3301646, "name21646", 606.95);
insert into account values(3301647, "name21647", 674.432);
insert into account values(3301648, "name21648", 51.799);
insert into account values(3301649, "name21649", 953.95);
insert into account values(3301650, "name21650", 397.983);
insert into account values(3301651, "name21651", 641.358);
insert into account values(3301652, "name21652", 688.822);
insert into account values(3301653, "name21653", 512.926);
insert into account values(3301654, "name21654", 350.485);
insert into account values(3301655, "name21655", 960.13);
insert into account values(3301656, "name21656", 33.854);
insert into account values(3301657, "name21657", 521.672);
insert into account values(3301658, "name21658", 40.809);
insert into account values(3301659, "name21659", 343.675);
insert into account values(3301660, "name21660", 662.78);
insert into account values(3301661, "name21661", 461.971);
insert into account values(3301662, "name21662", 520.739);
insert into account values(3301663, "name21663", 777.253);
insert into account values(3301664, "name21664", 94.697);
insert into account values(3301665, "name21665", 114.175);
insert into account values(3301666, "name21666", 547.037);
insert into account values(3301667, "name21667", 16.255);
insert into account values(3301668, "name21668", 704.208);
insert into account values(3301669, "name21669", 139.964);
insert into account values(3301670, "name21670", 982.645);
insert into account values(3301671, "name21671", 830.013);
insert into account values(3301672, "name21672", 755.906);
insert into account values(3301673, "name21673", 949.753);
insert into account values(3301674, "name21674", 350.359);
insert into account values(3301675, "name21675", 693.559);
insert into account values(3301676, "name21676", 662.933);
insert into account values(3301677, "name21677", 179.951);
insert into account values(3301678, "name21678", 985.128);
insert into account values(3301679, "name21679", 79.088);
insert into account values(3301680, "name21680", 753.488);
insert into account values(3301681, "name21681", 754.555);
insert into account values(3301682, "name21682", 851.781);
insert into account values(3301683, "name21683", 558.447);
insert into account values(3301684, "name21684", 418.905);
insert into account values(3301685, "name21685", 158.071);
insert into account values(3301686, "name21686", 418.818);
insert into account values(3301687, "name21687", 606.257);
insert into account values(3301688, "name21688", 833.191);
insert into account values(3301689, "name21689", 708.065);
insert into account values(3301690, "name21690", 371.099);
insert into account values(3301691, "name21691", 886.661);
insert into account values(3301692, "name21692", 605.832);
insert into account values(3301693, "name21693", 462.506);
insert into account values(3301694, "name21694", 441.295);
insert into account values(3301695, "name21695", 404.495);
insert into account values(3301696, "name21696", 844.453);
insert into account values(3301697, "name21697", 386.816);
insert into account values(3301698, "name21698", 549.223);
insert into account values(3301699, "name21699", 62.838);
insert into account values(3301700, "name21700", 544.273);
insert into account values(3301701, "name21701", 147.797);
insert into account values(3301702, "name21702", 353.267);
insert into account values(3301703, "name21703", 81.838);
insert into account values(3301704, "name21704", 836.574);
insert into account values(3301705, "name21705", 6.406);
insert into account values(3301706, "name21706", 980.51);
insert into account values(3301707, "name21707", 445.919);
insert into account values(3301708, "name21708", 803.736);
insert into account values(3301709, "name21709", 270.949);
insert into account values(3301710, "name21710", 146.357);
insert into account values(3301711, "name21711", 582.636);
insert into account values(3301712, "name21712", 153.967);
insert into account values(3301713, "name21713", 913.904);
insert into account values(3301714, "name21714", 233.548);
insert into account values(3301715, "name21715", 469.932);
insert into account values(3301716, "name21716", 528.233);
insert into account values(3301717, "name21717", 449.447);
insert into account values(3301718, "name21718", 373.969);
insert into account values(3301719, "name21719", 893.796);
insert into account values(3301720, "name21720", 532.87);
insert into account values(3301721, "name21721", 212.866);
insert into account values(3301722, "name21722", 484.943);
insert into account values(3301723, "name21723", 431.404);
insert into account values(3301724, "name21724", 303.155);
insert into account values(3301725, "name21725", 492.504);
insert into account values(3301726, "name21726", 474.844);
insert into account values(3301727, "name21727", 527.197);
insert into account values(3301728, "name21728", 199.359);
insert into account values(3301729, "name21729", 167.745);
insert into account values(3301730, "name21730", 847.116);
insert into account values(3301731, "name21731", 429.833);
insert into account values(3301732, "name21732", 19.889);
insert into account values(3301733, "name21733", 264.006);
insert into account values(3301734, "name21734", 180.236);
insert into account values(3301735, "name21735", 229.004);
insert into account values(3301736, "name21736", 193.992);
insert into account values(3301737, "name21737", 157.443);
insert into account values(3301738, "name21738", 234.927);
insert into account values(3301739, "name21739", 918.715);
insert into account values(3301740, "name21740", 659.625);
insert into account values(3301741, "name21741", 711.684);
insert into account values(3301742, "name21742", 227.156);
insert into account values(3301743, "name21743", 694.772);
insert into account values(3301744, "name21744", 237.821);
insert into account values(3301745, "name21745", 677.949);
insert into account values(3301746, "name21746", 454.622);
insert into account values(3301747, "name21747", 741.942);
insert into account values(3301748, "name21748", 937.672);
insert into account values(3301749, "name21749", 25.44);
insert into account values(3301750, "name21750", 831.555);
insert into account values(3301751, "name21751", 814.468);
insert into account values(3301752, "name21752", 827.571);
insert into account values(3301753, "name21753", 297.123);
insert into account values(3301754, "name21754", 5.933);
insert into account values(3301755, "name21755", 58.822);
insert into account values(3301756, "name21756", 157.939);
insert into account values(3301757, "name21757", 671.679);
insert into account values(3301758, "name21758", 483.332);
insert into account values(3301759, "name21759", 620.48);
insert into account values(3301760, "name21760", 796.96);
insert into account values(3301761, "name21761", 130.107);
insert into account values(3301762, "name21762", 239.938);
insert into account values(3301763, "name21763", 677.025);
insert into account values(3301764, "name21764", 241.575);
insert into account values(3301765, "name21765", 555.399);
insert into account values(3301766, "name21766", 270.054);
insert into account values(3301767, "name21767", 458.493);
insert into account values(3301768, "name21768", 945.8);
insert into account values(3301769, "name21769", 320.105);
insert into account values(3301770, "name21770", 158.234);
insert into account values(3301771, "name21771", 849.06);
insert into account values(3301772, "name21772", 590.217);
insert into account values(3301773, "name21773", 45.363);
insert into account values(3301774, "name21774", 515.357);
insert into account values(3301775, "name21775", 80.041);
insert into account values(3301776, "name21776", 604.249);
insert into account values(3301777, "name21777", 678.026);
insert into account values(3301778, "name21778", 275.114);
insert into account values(3301779, "name21779", 894.451);
insert into account values(3301780, "name21780", 788.773);
insert into account values(3301781, "name21781", 374.281);
insert into account values(3301782, "name21782", 561.502);
insert into account values(3301783, "name21783", 744.216);
insert into account values(3301784, "name21784", 29.591);
insert into account values(3301785, "name21785", 307.269);
insert into account values(3301786, "name21786", 173.582);
insert into account values(3301787, "name21787", 533.525);
insert into account values(3301788, "name21788", 486.298);
insert into account values(3301789, "name21789", 200.359);
insert into account values(3301790, "name21790", 178.319);
insert into account values(3301791, "name21791", 234.311);
insert into account values(3301792, "name21792", 429.879);
insert into account values(3301793, "name21793", 634.428);
insert into account values(3301794, "name21794", 447.068);
insert into account values(3301795, "name21795", 519.349);
insert into account values(3301796, "name21796", 475.771);
insert into account values(3301797, "name21797", 699.168);
insert into account values(3301798, "name21798", 352.611);
